chave,lat,lon,metodo,extra
BRASILAPI 39735000,,,BrasilAPI,"Divinolândia de Minas,MG"
CITY_CENTER DIVINOLÂNDIA DE MINAS MG BRAZIL,-18.8021453,-42.6153788,CityCenter,"DIVINOLÂNDIA DE MINAS, MG, Brazil"
BRASILAPI 72445070,,,BrasilAPI,"Brasília,DF"
BRASILAPI 68508445,,,BrasilAPI,"Marabá,PA"
CITY_CENTER MARABÁ PA BRAZIL,-5.3462821,-49.1007401,CityCenter,"MARABÁ, PA, Brazil"
BRASILAPI 60874401,,,BrasilAPI,"Fortaleza,CE"
BRASILAPI 88160164,,,BrasilAPI,"Biguaçu,SC"
CITY_CENTER BIGUAÇU SC BRAZIL,-27.4961277,-48.6542432,CityCenter,"BIGUAÇU, SC, Brazil"
BRASILAPI 24900105,,,BrasilAPI,"Maricá,RJ"
CITY_CENTER MARICÁ RJ BRAZIL,-22.9088759,-42.8171914,CityCenter,"MARICÁ, RJ, Brazil"
BRASILAPI 41830492,,,BrasilAPI,"Salvador,BA"
BRASILAPI 40050100,,,BrasilAPI,"Salvador,BA"
BRASILAPI 40411370,,,BrasilAPI,"Salvador,BA"
BRASILAPI 41760000,,,BrasilAPI,"Salvador,BA"
BRASILAPI 41275490,,,BrasilAPI,"Salvador,BA"
BRASILAPI 40411002,,,BrasilAPI,"Salvador,BA"
BRASILAPI 41810010,,,BrasilAPI,"Salvador,BA"
BRASILAPI 41650020,,,BrasilAPI,"Salvador,BA"
BRASILAPI 41820340,,,BrasilAPI,"Salvador,BA"
BRASILAPI 39390000,,,BrasilAPI,"Bocaiúva,MG"
CITY_CENTER BOCAIUVA MG BRAZIL,-17.1160208,-43.8122678,CityCenter,"BOCAIUVA, MG, Brazil"
BRASILAPI 41233010,,,BrasilAPI,"Salvador,BA"
BRASILAPI 58038080,,,BrasilAPI,"João Pessoa,PB"
CITY_CENTER NAZARÉ BA BRAZIL,-13.0345586,-39.0062515,CityCenter,"NAZARÉ, BA, Brazil"
BRASILAPI 41750110,,,BrasilAPI,"Salvador,BA"
BRASILAPI 40296320,,,BrasilAPI,"Salvador,BA"
BRASILAPI 40730240,,,BrasilAPI,"Salvador,BA"
BRASILAPI 60410426,,,BrasilAPI,"Fortaleza,CE"
BRASILAPI 40270370,,,BrasilAPI,"Salvador,BA"
BRASILAPI 30330230,,,BrasilAPI,"Belo Horizonte,MG"
BRASILAPI 41940330,,,BrasilAPI,"Salvador,BA"
BRASILAPI 41750010,,,BrasilAPI,"Salvador,BA"
BRASILAPI 41830020,,,BrasilAPI,"Salvador,BA"
CITY_CENTER EUCLIDES DA CUNHA BA BRAZIL,-10.5068008,-39.0165817,CityCenter,"EUCLIDES DA CUNHA, BA, Brazil"
BRASILAPI 41298200,,,BrasilAPI,"Salvador,BA"
BRASILAPI 59162000,,,BrasilAPI,"São José de Mipibu,RN"
CITY_CENTER SÃO JOSÉ DE MIPIBU RN BRAZIL,-6.0746867,-35.2370184,CityCenter,"SÃO JOSÉ DE MIPIBU, RN, Brazil"
BRASILAPI 41760170,,,BrasilAPI,"Salvador,BA"
BRASILAPI 40430000,,,BrasilAPI,"Salvador,BA"
BRASILAPI 60440131,,,BrasilAPI,"Fortaleza,CE"
BRASILAPI 41830450,,,BrasilAPI,"Salvador,BA"
BRASILAPI 58806410,,,BrasilAPI,"Sousa,PB"
BRASILAPI 41830181,,,BrasilAPI,"Salvador,BA"
BRASILAPI 40230680,,,BrasilAPI,"Salvador,BA"
BRASILAPI 41815370,,,BrasilAPI,"Salvador,BA"
BRASILAPI 41740380,,,BrasilAPI,"Salvador,BA"
BRASILAPI 40285885,,,BrasilAPI,"Salvador,BA"
BRASILAPI 40296700,,,BrasilAPI,"Salvador,BA"
BRASILAPI 79002353,,,BrasilAPI,"Campo Grande,MS"
BRASILAPI 94185160,,,BrasilAPI,"Gravataí,RS"
CITY_CENTER GRAVATAÍ RS BRAZIL,-29.9440222,-50.9930938,CityCenter,"GRAVATAÍ, RS, Brazil"
BRASILAPI 27580000,,,BrasilAPI,"Itatiaia,RJ"
CITY_CENTER ITATIAIA RJ BRAZIL,-22.4955278,-44.5633108,CityCenter,"ITATIAIA, RJ, Brazil"
BRASILAPI 13212390,,,BrasilAPI,"Jundiaí,SP"
BRASILAPI 89202250,,,BrasilAPI,"Joinville,SC"
CITY_CENTER JOINVILLE SC BRAZIL,-26.3044898,-48.8486726,CityCenter,"JOINVILLE, SC, Brazil"
BRASILAPI 79092070,,,BrasilAPI,"Campo Grande,MS"
BRASILAPI 86800110,,,BrasilAPI,"Apucarana,PR"
CITY_CENTER APUCARANA PR BRAZIL,-23.5525327,-51.4610764,CityCenter,"APUCARANA, PR, Brazil"
BRASILAPI 44091238,,,BrasilAPI,"Feira de Santana,BA"
BRASILAPI 19023350,,,BrasilAPI,"Presidente Prudente,SP"
BRASILAPI 40301110,,,BrasilAPI,"Salvador,BA"
BRASILAPI 55293310,,,BrasilAPI,"Garanhuns,PE"
CITY_CENTER GARANHUNS PE BRAZIL,-8.8905889,-36.4930896,CityCenter,"GARANHUNS, PE, Brazil"
BRASILAPI 58059122,,,BrasilAPI,"João Pessoa,PB"
BRASILAPI 59037700,,,BrasilAPI,"Natal,RN"
CITY_CENTER SANTOS SP BRAZIL,-23.9335988,-46.3286399,CityCenter,"SANTOS, SP, Brazil"
BRASILAPI 58036450,,,BrasilAPI,"João Pessoa,PB"
BRASILAPI 42827970,,,BrasilAPI,"Camaçari,BA"
BRASILAPI 35450000,,,BrasilAPI_None,
CITY_CENTER ITABIRITO MG BRAZIL,-20.2519724,-43.8029171,CityCenter,"ITABIRITO, MG, Brazil"
BRASILAPI 65901020,,,BrasilAPI,"Imperatriz,MA"
BRASILAPI 55012075,,,BrasilAPI,"Caruaru,PE"
BRASILAPI 36010003,,,BrasilAPI,"Juiz de Fora,MG"
CITY_CENTER JUIZ DE FORA MG BRAZIL,-21.7609533,-43.3501129,CityCenter,"JUIZ DE FORA, MG, Brazil"
CITY_CENTER HORIZONTE CE BRAZIL,-4.0964618,-38.4965574,CityCenter,"HORIZONTE, CE, Brazil"
BRASILAPI 17056170,,,BrasilAPI,"Bauru,SP"
BRASILAPI 41290200,,,BrasilAPI,"Salvador,BA"
BRASILAPI 35702153,,,BrasilAPI,"Sete Lagoas,MG"
CITY_CENTER SETE LAGOAS MG BRAZIL,-19.466111,-44.246944,CityCenter,"SETE LAGOAS, MG, Brazil"
BRASILAPI 35460000,,,BrasilAPI,"Brumadinho,MG"
CITY_CENTER BRUMADINHO MG BRAZIL,-20.143611,-44.2,CityCenter,"BRUMADINHO, MG, Brazil"
BRASILAPI 13201005,,,BrasilAPI,"Jundiaí,SP"
BRASILAPI 57300340,,,BrasilAPI,"Arapiraca,AL"
BRASILAPI 74393480,,,BrasilAPI,"Goiânia,GO"
BRASILAPI 79022210,,,BrasilAPI,"Campo Grande,MS"
BRASILAPI 44001400,,,BrasilAPI,"Feira de Santana,BA"
CITY_CENTER NOVO HAMBURGO RS BRAZIL,-29.6905705,-51.1429035,CityCenter,"NOVO HAMBURGO, RS, Brazil"
CITY_CENTER RESSAQUINHA MG BRAZIL,-21.063056,-43.762778,CityCenter,"RESSAQUINHA, MG, Brazil"
BRASILAPI 41510000,,,BrasilAPI,"Salvador,BA"
BRASILAPI 94450000,,,BrasilAPI,"Viamão,RS"
CITY_CENTER VIAMÃO RS BRAZIL,-30.0819338,-51.0261927,CityCenter,"VIAMÃO, RS, Brazil"
CITY_CENTER CANDEIAS BA BRAZIL,-12.6693806,-38.5406462,CityCenter,"CANDEIAS, BA, Brazil"
CITY_CENTER ESCADA PE BRAZIL,-8.3623847,-35.2366232,CityCenter,"ESCADA, PE, Brazil"
BRASILAPI 60842395,,,BrasilAPI,"Fortaleza,CE"
CITY_CENTER PARAÍSO DO TOCANTINS TO BRAZIL,-10.1752474,-48.886759,CityCenter,"PARAÍSO DO TOCANTINS, TO, Brazil"
CITY_CENTER MORENO PE BRAZIL,-8.108706,-35.08354,CityCenter,"MORENO, PE, Brazil"
CITY_CENTER ARARIPINA PE BRAZIL,-7.5768582,-40.5038509,CityCenter,"ARARIPINA, PE, Brazil"
CITY_CENTER FLORIANÓPOLIS SC BRAZIL,-27.5973002,-48.5496098,CityCenter,"FLORIANÓPOLIS, SC, Brazil"
BRASILAPI 42810000,,,BrasilAPI,"Camaçari,BA"
BRASILAPI 59064000,,,BrasilAPI,"Natal,RN"
CITY_CENTER SÃO BENTO MA BRAZIL,-2.6999089,-44.8331254,CityCenter,"SÃO BENTO, MA, Brazil"
BRASILAPI 27971130,,,BrasilAPI_None,
BRASILAPI 66820000,,,BrasilAPI,"Belém,PA"
BRASILAPI 66811000,,,BrasilAPI,"Belém,PA"
CITY_CENTER ITAPARICA BA BRAZIL,-12.8936023,-38.6798141,CityCenter,"ITAPARICA, BA, Brazil"
BRASILAPI 41820020,,,BrasilAPI,"Salvador,BA"
BRASILAPI 41505220,,,BrasilAPI,"Salvador,BA"
BRASILAPI 65760000,,,BrasilAPI,"Presidente Dutra,MA"
CITY_CENTER PRESIDENTE DUTRA MA BRAZIL,-5.289801,-44.49498,CityCenter,"PRESIDENTE DUTRA, MA, Brazil"
BRASILAPI 64804140,,,BrasilAPI,"Floriano,PI"
CITY_CENTER FLORIANO PI BRAZIL,-6.7675739,-43.022261,CityCenter,"FLORIANO, PI, Brazil"
CITY_CENTER ESTREITO MA BRAZIL,-6.5583016,-47.4432212,CityCenter,"ESTREITO, MA, Brazil"
CITY_CENTER RIO LARGO AL BRAZIL,-9.477829,-35.839435,CityCenter,"RIO LARGO, AL, Brazil"
BRASILAPI 88110820,,,BrasilAPI,"São José,SC"
CITY_CENTER SÃO JOSÉ SC BRAZIL,-27.6157733,-48.6276491,CityCenter,"SÃO JOSÉ, SC, Brazil"
CITY_CENTER GOIANA PE BRAZIL,-7.560603,-34.99591,CityCenter,"GOIANA, PE, Brazil"
BRASILAPI 55470000,,,BrasilAPI,"Panelas,PE"
CITY_CENTER PANELAS PE BRAZIL,-8.661211,-36.012539,CityCenter,"PANELAS, PE, Brazil"
BRASILAPI 81690400,,,BrasilAPI,"Curitiba,PR"
CITY_CENTER COLINAS MA BRAZIL,-6.0332631,-44.2528542,CityCenter,"COLINAS, MA, Brazil"
BRASILAPI 13010081,,,BrasilAPI,"Campinas,SP"
CITY_CENTER CAUCAIA CE BRAZIL,-3.7300563,-38.6593082,CityCenter,"CAUCAIA, CE, Brazil"
CITY_CENTER CHAPADINHA MA BRAZIL,-3.7416803,-43.3548006,CityCenter,"CHAPADINHA, MA, Brazil"
CITY_CENTER ALTOS PI BRAZIL,-5.0393915,-42.4611694,CityCenter,"ALTOS, PI, Brazil"
BRASILAPI 58108502,,,BrasilAPI,"Cabedelo,PB"
BRASILAPI 54220520,,,BrasilAPI,"Jaboatão dos Guararapes,PE"
BRASILAPI 49158622,,,BrasilAPI,"Nossa Senhora do Socorro,SE"
BRASILAPI 29135008,,,BrasilAPI,"Viana,ES"
CITY_CENTER VIANA ES BRAZIL,-20.3914471,-40.4966587,CityCenter,"VIANA, ES, Brazil"
BRASILAPI 67030007,,,BrasilAPI,"Ananindeua,PA"
BRASILAPI 67200000,,,BrasilAPI_None,
CITY_CENTER MARITUBA PA BRAZIL,-1.3595306,-48.3361504,CityCenter,"MARITUBA, PA, Brazil"
CITY_CENTER BACABAL MA BRAZIL,-4.2318132,-44.781167,CityCenter,"BACABAL, MA, Brazil"
BRASILAPI 65365000,,,BrasilAPI,"Zé Doca,MA"
CITY_CENTER ZÉ DOCA MA BRAZIL,-3.270145,-45.655344,CityCenter,"ZÉ DOCA, MA, Brazil"
BRASILAPI 41233030,,,BrasilAPI,"Salvador,BA"
BRASILAPI 32241410,,,BrasilAPI,"Contagem,MG"
BRASILAPI 45807000,,,BrasilAPI,"Santa Cruz Cabrália,BA"
CITY_CENTER SANTA CRUZ CABRÁLIA BA BRAZIL,-16.2783928,-39.0224899,CityCenter,"SANTA CRUZ CABRÁLIA, BA, Brazil"
BRASILAPI 65150000,,,BrasilAPI,"Rosário,MA"
CITY_CENTER ROSÁRIO MA BRAZIL,-2.9405903,-44.2491088,CityCenter,"ROSÁRIO, MA, Brazil"
BRASILAPI 48030000,,,BrasilAPI,"Alagoinhas,BA"
BRASILAPI 62670000,,,BrasilAPI,"São Gonçalo do Amarante,CE"
BRASILAPI 68440000,,,BrasilAPI,"Abaetetuba,PA"
CITY_CENTER ABAETETUBA PA BRAZIL,-1.7217787,-48.8788106,CityCenter,"ABAETETUBA, PA, Brazil"
CITY_CENTER ITAPEVI SP BRAZIL,-23.54888,-46.933889,CityCenter,"ITAPEVI, SP, Brazil"
BRASILAPI 29164140,,,BrasilAPI,"Serra,ES"
CITY_CENTER VIANA MA BRAZIL,-3.2099341,-45.0002456,CityCenter,"VIANA, MA, Brazil"
CITY_CENTER COROATÁ MA BRAZIL,-4.1282283,-44.1360269,CityCenter,"COROATÁ, MA, Brazil"
CITY_CENTER SANTA HELENA MA BRAZIL,-2.234387,-45.3002279,CityCenter,"SANTA HELENA, MA, Brazil"
BRASILAPI 66650000,,,BrasilAPI,"Belém,PA"
CITY_CENTER BARRA DO BUGRES MT BRAZIL,-15.0683712,-57.1853688,CityCenter,"BARRA DO BUGRES, MT, Brazil"
BRASILAPI 68680000,,,BrasilAPI,"Tomé-Açu,PA"
CITY_CENTER TOMÉ AÇU PA BRAZIL,-2.4166306,-48.1522907,CityCenter,"TOMÉ-AÇU, PA, Brazil"
CITY_CENTER TAILÂNDIA PA BRAZIL,-2.936096,-48.9523366,CityCenter,"TAILÂNDIA, PA, Brazil"
BRASILAPI 68515000,,,BrasilAPI,"Parauapebas,PA"
CITY_CENTER PARAUAPEBAS PA BRAZIL,-6.0696846,-49.8903283,CityCenter,"PARAUAPEBAS, PA, Brazil"
BRASILAPI 89052381,,,BrasilAPI,"Blumenau,SC"
CITY_CENTER BLUMENAU SC BRAZIL,-26.9195567,-49.0658025,CityCenter,"BLUMENAU, SC, Brazil"
CITY_CENTER VITÓRIA DE SANTO ANTÃO PE BRAZIL,-8.1209019,-35.2944858,CityCenter,"VITÓRIA DE SANTO ANTÃO, PE, Brazil"
BRASILAPI 54518901,,,BrasilAPI,"Cabo de Santo Agostinho,PE"
CITY_CENTER CABO DE SANTO AGOSTINHO PE BRAZIL,-8.2838945,-35.0320984,CityCenter,"CABO DE SANTO AGOSTINHO, PE, Brazil"
CITY_CENTER FRANCO DA ROCHA SP BRAZIL,-23.3328038,-46.724446,CityCenter,"FRANCO DA ROCHA, SP, Brazil"
BRASILAPI 25515230,,,BrasilAPI,"São João de Meriti,RJ"
CITY_CENTER SÃO JOÃO DE MERITI RJ BRAZIL,-22.7853575,-43.366715,CityCenter,"SÃO JOÃO DE MERITI, RJ, Brazil"
CITY_CENTER TABOÃO DA SERRA SP BRAZIL,-23.6121912,-46.7790539,CityCenter,"TABOÃO DA SERRA, SP, Brazil"
BRASILAPI 28940090,,,BrasilAPI,"São Pedro da Aldeia,RJ"
CITY_CENTER SÃO PEDRO DA ALDEIA RJ BRAZIL,-22.8384835,-42.1031604,CityCenter,"SÃO PEDRO DA ALDEIA, RJ, Brazil"
CITY_CENTER MARATAÍZES ES BRAZIL,-21.0443673,-40.8272204,CityCenter,"MARATAÍZES, ES, Brazil"
CITY_CENTER COTIA SP BRAZIL,-23.603889,-46.918889,CityCenter,"COTIA, SP, Brazil"
BRASILAPI 25230005,,,BrasilAPI,"Duque de Caxias,RJ"
BRASILAPI 57230000,,,BrasilAPI,"Coruripe,AL"
CITY_CENTER CORURIPE AL BRAZIL,-10.1249963,-36.1760623,CityCenter,"CORURIPE, AL, Brazil"
BRASILAPI 65054650,,,BrasilAPI,"São Luís,MA"
BRASILAPI 77826584,,,BrasilAPI,"Araguaína,TO"
BRASILAPI 69900205,,,BrasilAPI,"Rio Branco,AC"
BRASILAPI 71940540,,,BrasilAPI,"Brasília,DF"
BRASILAPI 74805180,,,BrasilAPI,"Goiânia,GO"
BRASILAPI 74810340,,,BrasilAPI,"Goiânia,GO"
BRASILAPI 29168085,,,BrasilAPI,"Serra,ES"
BRASILAPI 68460034,,,BrasilAPI,"Tucuruí,PA"
CITY_CENTER TUCURUÍ PA BRAZIL,-3.766334,-49.6663654,CityCenter,"TUCURUÍ, PA, Brazil"
BRASILAPI 14055660,,,BrasilAPI,"Ribeirão Preto,SP"
BRASILAPI 26255330,,,BrasilAPI,"Nova Iguaçu,RJ"
BRASILAPI 29156970,,,BrasilAPI,"Cariacica,ES"
BRASILAPI 29092105,,,BrasilAPI,"Vitória,ES"
BRASILAPI 65917010,,,BrasilAPI,"Imperatriz,MA"
BRASILAPI 80530300,,,BrasilAPI,"Curitiba,PR"
BRASILAPI 83045060,,,BrasilAPI,"São José dos Pinhais,PR"
BRASILAPI 79118370,,,BrasilAPI,"Campo Grande,MS"
BRASILAPI 60510072,,,BrasilAPI,"Fortaleza,CE"
CITY_CENTER CONCEIÇÃO DO COITÉ BA BRAZIL,-11.5629384,-39.2839543,CityCenter,"CONCEIÇÃO DO COITÉ, BA, Brazil"
BRASILAPI 41830380,,,BrasilAPI,"Salvador,BA"
BRASILAPI 32010030,,,BrasilAPI,"Contagem,MG"
BRASILAPI 60865030,,,BrasilAPI,"Fortaleza,CE"
BRASILAPI 40230106,,,BrasilAPI,"Salvador,BA"
BRASILAPI 16800000,,,BrasilAPI,"Mirandópolis,SP"
CITY_CENTER MIRANDÓPOLIS SP BRAZIL,-21.1328313,-51.1029422,CityCenter,"MIRANDÓPOLIS, SP, Brazil"
BRASILAPI 51020240,,,BrasilAPI,"Recife,PE"
BRASILAPI 13092588,,,BrasilAPI,"Campinas,SP"
BRASILAPI 35488000,,,BrasilAPI,"Itaguara,MG"
CITY_CENTER ITAGUARA MG BRAZIL,-20.391389,-44.488055,CityCenter,"ITAGUARA, MG, Brazil"
BRASILAPI 18160000,,,BrasilAPI,"Salto de Pirapora,SP"
BRASILAPI 36085050,,,BrasilAPI,"Juiz de Fora,MG"
BRASILAPI 11250003,,,BrasilAPI,"Bertioga,SP"
CITY_CENTER BERTIOGA SP BRAZIL,-23.848568,-46.139586,CityCenter,"BERTIOGA, SP, Brazil"
BRASILAPI 41815210,,,BrasilAPI,"Salvador,BA"
BRASILAPI 68458100,,,BrasilAPI,"Tucuruí,PA"
BRASILAPI 25802315,,,BrasilAPI,"Três Rios,RJ"
CITY_CENTER TRÊS RIOS RJ BRAZIL,-22.1201732,-43.1072134,CityCenter,"TRÊS RIOS, RJ, Brazil"
BRASILAPI 40150270,,,BrasilAPI,"Salvador,BA"
BRASILAPI 78005300,,,BrasilAPI,"Cuiabá,MT"
BRASILAPI 51030300,,,BrasilAPI,"Recife,PE"
BRASILAPI 60025062,,,BrasilAPI,"Fortaleza,CE"
BRASILAPI 41615000,,,BrasilAPI,"Salvador,BA"
BRASILAPI 30285010,,,BrasilAPI,"Belo Horizonte,MG"
BRASILAPI 35660630,,,BrasilAPI,"Pará de Minas,MG"
BRASILAPI 50070415,,,BrasilAPI,"Recife,PE"
CITY_CENTER MOJU PA BRAZIL,-1.889926,-48.766765,CityCenter,"MOJU, PA, Brazil"
BRASILAPI 79006560,,,BrasilAPI,"Campo Grande,MS"
BRASILAPI 74960180,,,BrasilAPI,"Aparecida de Goiânia,GO"
BRASILAPI 41740010,,,BrasilAPI,"Salvador,BA"
BRASILAPI 50751070,,,BrasilAPI,"Recife,PE"
BRASILAPI 11040191,,,BrasilAPI,"Santos,SP"
BRASILAPI 61939070,,,BrasilAPI,"Maracanaú,CE"
BRASILAPI 13206900,,,BrasilAPI,"Jundiaí,SP"
BRASILAPI 57041000,,,BrasilAPI,"Maceió,AL"
BRASILAPI 57500000,,,BrasilAPI,"Santana do Ipanema,AL"
CITY_CENTER SANTANA DO IPANEMA AL BRAZIL,-9.369989,-37.248018,CityCenter,"SANTANA DO IPANEMA, AL, Brazil"
BRASILAPI 40330200,,,BrasilAPI,"Salvador,BA"
BRASILAPI 18550000,,,BrasilAPI_None,
CITY_CENTER BOITUVA SP BRAZIL,-23.2838893,-47.6738231,CityCenter,"BOITUVA, SP, Brazil"
BRASILAPI 88830000,,,BrasilAPI,"Morro da Fumaça,SC"
CITY_CENTER MORRO DA FUMAÇA SC BRAZIL,-28.6522275,-49.2133979,CityCenter,"MORRO DA FUMAÇA, SC, Brazil"
CITY_CENTER LAGO DA PEDRA MA BRAZIL,-4.5627272,-45.1298628,CityCenter,"LAGO DA PEDRA, MA, Brazil"
BRASILAPI 30411213,,,BrasilAPI,"Belo Horizonte,MG"
BRASILAPI 78058610,,,BrasilAPI,"Cuiabá,MT"
BRASILAPI 76812241,,,BrasilAPI,"Porto Velho,RO"
BRASILAPI 41650195,,,BrasilAPI,"Salvador,BA"
BRASILAPI 43850000,,,BrasilAPI,"São Sebastião do Passé,BA"
CITY_CENTER SÃO SEBASTIÃO DO PASSÉ BA BRAZIL,-12.5177926,-38.4921566,CityCenter,"SÃO SEBASTIÃO DO PASSÉ, BA, Brazil"
BRASILAPI 76812090,,,BrasilAPI,"Porto Velho,RO"
BRASILAPI 79013220,,,BrasilAPI,"Campo Grande,MS"
CITY_CENTER RIO DAS OSTRAS RJ BRAZIL,-22.5269448,-41.944972,CityCenter,"RIO DAS OSTRAS, RJ, Brazil"
BRASILAPI 65393000,,,BrasilAPI,"Buriticupu,MA"
CITY_CENTER BURITICUPU MA BRAZIL,-4.3227472,-46.4516989,CityCenter,"BURITICUPU, MA, Brazil"
BRASILAPI 22775055,,,BrasilAPI,"Rio de Janeiro,RJ"
BRASILAPI 78850000,,,BrasilAPI,"Primavera do Leste,MT"
CITY_CENTER PRIMAVERA DO LESTE MT BRAZIL,-15.5614127,-54.2993946,CityCenter,"PRIMAVERA DO LESTE, MT, Brazil"
BRASILAPI 40295090,,,BrasilAPI,"Salvador,BA"
BRASILAPI 41230070,,,BrasilAPI,"Salvador,BA"
BRASILAPI 30220000,,,BrasilAPI,"Belo Horizonte,MG"
BRASILAPI 58700010,,,BrasilAPI,"Patos,PB"
CITY_CENTER PATOS PB BRAZIL,-7.0258285,-37.2766817,CityCenter,"PATOS, PB, Brazil"
BRASILAPI 29931410,,,BrasilAPI,"São Mateus,ES"
CITY_CENTER SÃO MATEUS ES BRAZIL,-18.7146049,-39.8539499,CityCenter,"SÃO MATEUS, ES, Brazil"
BRASILAPI 21310120,,,BrasilAPI,"Rio de Janeiro,RJ"
BRASILAPI 62685000,,,BrasilAPI,"Paraipaba,CE"
CITY_CENTER PARAIPABA CE BRAZIL,-3.437987,-39.147868,CityCenter,"PARAIPABA, CE, Brazil"
BRASILAPI 30140063,,,BrasilAPI,"Belo Horizonte,MG"
BRASILAPI 35680000,,,BrasilAPI,"Itaúna,MG"
BRASILAPI 15372130,,,BrasilAPI,"Pereira Barreto,SP"
CITY_CENTER PEREIRA BARRETO SP BRAZIL,-20.6378509,-51.1052172,CityCenter,"PEREIRA BARRETO, SP, Brazil"
BRASILAPI 55296000,,,BrasilAPI,"Garanhuns,PE"
BRASILAPI 31060250,,,BrasilAPI,"Belo Horizonte,MG"
CITY_CENTER SERRINHA BA BRAZIL,-11.66199,-39.0034021,CityCenter,"SERRINHA, BA, Brazil"
CITY_CENTER SANTO ANTÔNIO RN BRAZIL,-6.3124831,-35.4815907,CityCenter,"SANTO ANTÔNIO, RN, Brazil"
CITY_CENTER BRUSQUE SC BRAZIL,-27.0964628,-48.9136323,CityCenter,"BRUSQUE, SC, Brazil"
BRASILAPI 88301000,,,BrasilAPI,"Itajaí,SC"
CITY_CENTER INHAMBUPE BA BRAZIL,-11.7921718,-38.3596957,CityCenter,"INHAMBUPE, BA, Brazil"
BRASILAPI 65036240,,,BrasilAPI,"São Luís,MA"
BRASILAPI 88095500,,,BrasilAPI,"Florianópolis,SC"
BRASILAPI 41680113,,,BrasilAPI,"Salvador,BA"
BRASILAPI 18606730,,,BrasilAPI,"Botucatu,SP"
CITY_CENTER BOTUCATU SP BRAZIL,-22.8879628,-48.4410712,CityCenter,"BOTUCATU, SP, Brazil"
BRASILAPI 14090218,,,BrasilAPI,"Ribeirão Preto,SP"
BRASILAPI 44245000,,,BrasilAPI,"Conceição do Jacuípe,BA"
CITY_CENTER CONCEIÇÃO DO JACUÍPE BA BRAZIL,-12.326831,-38.768433,CityCenter,"CONCEIÇÃO DO JACUÍPE, BA, Brazil"
BRASILAPI 68625240,,,BrasilAPI,"Paragominas,PA"
BRASILAPI 69316002,,,BrasilAPI,"Boa Vista,RR"
BRASILAPI 57036560,,,BrasilAPI,"Maceió,AL"
BRASILAPI 79075820,,,BrasilAPI,"Campo Grande,MS"
BRASILAPI 14870370,,,BrasilAPI,"Jaboticabal,SP"
CITY_CENTER JABOTICABAL SP BRAZIL,-21.252037,-48.325223,CityCenter,"JABOTICABAL, SP, Brazil"
BRASILAPI 58057100,,,BrasilAPI,"João Pessoa,PB"
BRASILAPI 81460130,,,BrasilAPI,"Curitiba,PR"
BRASILAPI 58275000,,,BrasilAPI,"Itapororoca,PB"
CITY_CENTER ITAPOROROCA PB BRAZIL,-6.8283007,-35.244782,CityCenter,"ITAPOROROCA, PB, Brazil"
BRASILAPI 74080010,,,BrasilAPI,"Goiânia,GO"
BRASILAPI 41320100,,,BrasilAPI,"Salvador,BA"
BRASILAPI 55006360,,,BrasilAPI,"Caruaru,PE"
BRASILAPI 22280003,,,BrasilAPI,"Rio de Janeiro,RJ"
BRASILAPI 22280005,,,BrasilAPI,"Rio de Janeiro,RJ"
BRASILAPI 44001120,,,BrasilAPI,"Feira de Santana,BA"
CITY_CENTER LAGES SC BRAZIL,-27.8165664,-50.325883,CityCenter,"LAGES, SC, Brazil"
CITY_CENTER ÁGUA BRANCA AL BRAZIL,-9.2613606,-37.9361053,CityCenter,"ÁGUA BRANCA, AL, Brazil"
BRASILAPI 29200180,,,BrasilAPI,"Guarapari,ES"
CITY_CENTER GUARAPARI ES BRAZIL,-20.6718755,-40.4984617,CityCenter,"GUARAPARI, ES, Brazil"
BRASILAPI 42800099,,,BrasilAPI,"Camaçari,BA"
CITY_CENTER CAPANEMA PA BRAZIL,-1.1933054,-47.1828679,CityCenter,"CAPANEMA, PA, Brazil"
BRASILAPI 56000000,,,BrasilAPI,"Salgueiro,PE"
CITY_CENTER SALGUEIRO PE BRAZIL,-8.0726731,-39.1269719,CityCenter,"SALGUEIRO, PE, Brazil"
BRASILAPI 79014030,,,BrasilAPI,"Campo Grande,MS"
CITY_CENTER JUQUITIBA SP BRAZIL,-23.932346,-47.0714217,CityCenter,"JUQUITIBA, SP, Brazil"
BRASILAPI 62700000,,,BrasilAPI,"Canindé,CE"
CITY_CENTER CANINDÉ CE BRAZIL,-4.3547946,-39.3108516,CityCenter,"CANINDÉ, CE, Brazil"
BRASILAPI 96065340,,,BrasilAPI,"Pelotas,RS"
BRASILAPI 89280490,,,BrasilAPI,"São Bento do Sul,SC"
CITY_CENTER SÃO BENTO DO SUL SC BRAZIL,-26.2483669,-49.3820672,CityCenter,"SÃO BENTO DO SUL, SC, Brazil"
BRASILAPI 60110535,,,BrasilAPI,"Fortaleza,CE"
BRASILAPI 32210120,,,BrasilAPI,"Contagem,MG"
BRASILAPI 60867580,,,BrasilAPI,"Fortaleza,CE"
BRASILAPI 88304401,,,BrasilAPI,"Itajaí,SC"
BRASILAPI 60115001,,,BrasilAPI,"Fortaleza,CE"
BRASILAPI 60420775,,,BrasilAPI,"Fortaleza,CE"
BRASILAPI 20251030,,,BrasilAPI,"Rio de Janeiro,RJ"
BRASILAPI 55153130,,,BrasilAPI,"Belo Jardim,PE"
CITY_CENTER BELO JARDIM PE BRAZIL,-8.3338293,-36.4176419,CityCenter,"BELO JARDIM, PE, Brazil"
